"litigante","uf","processos"
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,AM,16
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,AP,8
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,BA,77
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,CE,65
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,DF,202
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,ES,19
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,GO,62
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,MA,9
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,MG,500
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,MG,2
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,MS,23
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,MT,20
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PA,11
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PB,170
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PB,1
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PE,508
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PE,2
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PI,33
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PR,3632
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,PR,1
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,RJ,651
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,RJ,3
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,RN,211
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,RO,8
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,RO,2
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,RS,2080
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,RS,11
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,SC,2656
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,SC,1
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,SE,51
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,SP,2279
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,SP,14
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS,TO,5
PROCURADORIA-GERAL DA FAZENDA NACIONAL,AC,3
PROCURADORIA-GERAL DA FAZENDA NACIONAL,AL,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,BA,8
PROCURADORIA-GERAL DA FAZENDA NACIONAL,CE,13
PROCURADORIA-GERAL DA FAZENDA NACIONAL,DF,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,ES,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,GO,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,GO,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,MG,4
PROCURADORIA-GERAL DA FAZENDA NACIONAL,MG,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,PB,4
PROCURADORIA-GERAL DA FAZENDA NACIONAL,PE,6
PROCURADORIA-GERAL DA FAZENDA NACIONAL,PI,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,PR,14
PROCURADORIA-GERAL DA FAZENDA NACIONAL,PR,2
PROCURADORIA-GERAL DA FAZENDA NACIONAL,RJ,6
PROCURADORIA-GERAL DA FAZENDA NACIONAL,RN,2
PROCURADORIA-GERAL DA FAZENDA NACIONAL,RS,21
PROCURADORIA-GERAL DA FAZENDA NACIONAL,RS,1
PROCURADORIA-GERAL DA FAZENDA NACIONAL,SC,11
PROCURADORIA-GERAL DA FAZENDA NACIONAL,SC,3
PROCURADORIA-GERAL DA FAZENDA NACIONAL,SP,80
PROCURADORIA-GERAL DA FAZENDA NACIONAL,SP,5
PROCURADORIA-GERAL FEDERAL,AC,5
PROCURADORIA-GERAL FEDERAL,AL,10
PROCURADORIA-GERAL FEDERAL,AM,88
PROCURADORIA-GERAL FEDERAL,AM,2
PROCURADORIA-GERAL FEDERAL,BA,21
PROCURADORIA-GERAL FEDERAL,CE,67
PROCURADORIA-GERAL FEDERAL,DF,13
PROCURADORIA-GERAL FEDERAL,ES,5
PROCURADORIA-GERAL FEDERAL,GO,12
PROCURADORIA-GERAL FEDERAL,GO,1
PROCURADORIA-GERAL FEDERAL,MA,22
PROCURADORIA-GERAL FEDERAL,MG,113
PROCURADORIA-GERAL FEDERAL,MG,2
PROCURADORIA-GERAL FEDERAL,MS,11
PROCURADORIA-GERAL FEDERAL,MT,30
PROCURADORIA-GERAL FEDERAL,PA,18
PROCURADORIA-GERAL FEDERAL,PB,108
PROCURADORIA-GERAL FEDERAL,PE,54
PROCURADORIA-GERAL FEDERAL,PI,66
PROCURADORIA-GERAL FEDERAL,PR,69
PROCURADORIA-GERAL FEDERAL,PR,2
PROCURADORIA-GERAL FEDERAL,RJ,92
PROCURADORIA-GERAL FEDERAL,RJ,3
PROCURADORIA-GERAL FEDERAL,RN,35
PROCURADORIA-GERAL FEDERAL,RN,4
PROCURADORIA-GERAL FEDERAL,RO,1
PROCURADORIA-GERAL FEDERAL,RR,6
PROCURADORIA-GERAL FEDERAL,RS,176
PROCURADORIA-GERAL FEDERAL,RS,10
PROCURADORIA-GERAL FEDERAL,RS,1
PROCURADORIA-GERAL FEDERAL,SC,48
PROCURADORIA-GERAL FEDERAL,SE,10
PROCURADORIA-GERAL FEDERAL,SP,32
PROCURADORIA-GERAL FEDERAL,SP,3
PROCURADORIA-GERAL FEDERAL,TO,1
ROBERTO MAIA,PR,2
ROBERTO MAIA,PR,2
ROBERTO MAIA,RS,7
ROBERTO MAIA,SC,3
UNIÃO,AC,6
UNIÃO,AL,1385
UNIÃO,AM,177
UNIÃO,AP,7
UNIÃO,BA,174
UNIÃO,CE,339
UNIÃO,DF,1465
UNIÃO,ES,165
UNIÃO,GO,77
UNIÃO,MA,15
UNIÃO,MG,738
UNIÃO,MS,28
UNIÃO,MT,25
UNIÃO,PA,29
UNIÃO,PB,116
UNIÃO,PE,394
UNIÃO,PI,41
UNIÃO,PR,872
UNIÃO,PR,1
UNIÃO,RJ,9106
UNIÃO,RN,155
UNIÃO,RO,24
UNIÃO,RR,18
UNIÃO,RS,1699
UNIÃO,RS,1
UNIÃO,SC,896
UNIÃO,SE,60
UNIÃO,SP,2617
UNIÃO,SP,2
UNIÃO,SP,1
UNIÃO,TO,6
